id,type,name,description,price,image,category,reach,max_payload,linear_speed,degree_of_freedom,clean_room,min_operating_distance,max_operating_distance,number_of_gripping_elements,max_payload,weight,human_robot_collaboration
4388,simple,HIK vision ID2000 smart code reader,"<p class=""summary-text"" data-v-40d309b8=""""><a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents ID2000 by <a href=""https://www.hikrobotics.com/"">Hikrobot</a>. As a compact industrial barcode reader, the ID2000 series can be embedded in automated machine equipment and other automated assembly line proximity barcode reading applications. Support common 1D, 2D, and DPM codes, the patented lighting design provides high-quality image lighting</p>
\n
\n<h5>Reliable reading performance</h5>
\nSupports the identification of multiple 1D and 2D codes and DPM codes like laser engraving, inkjet, and others. The
\nthe decoding frame rate can reach up to 20fps and the code reading speed can reach 45 codes/s.
\n
\n<img src=""https://www.hikrobotics.com/en/static-front/img/a49f2e2a1754.png"" />",90000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_ID2000-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/MV-ID2016M-16T-Smart-Code-Reader_datasheet_20210708-1-pdf.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/id2000-250x250-2.png",1,,,,,,,,,,,
4392,simple,Dobot MG-400 [Desk Robot],"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents MG400 by <a href=""https://www.dobot.cc/"">Dobot</a>. DOBOT MG400 industrial robot, highly repetitive and standardized processes can be quickly and easily automated. Boasting a footprint smaller than a sheet of A4 (printer) paper, it fits into even the smallest production environments and allows users to effortlessly implement simple automation solutions. Thanks to its intuitive programming options, such as teaching &amp; playback or graphical programming, the DOBOT MG400 allows users of varying (or no!) programming experiences to get started with automation.
\n
\nBeyond light industrial automation tasks, the DOBOT MG400��?s ease of use makes it an ideal robot for educational and prototyping applications.
\n
\n<strong>Technical specifications</strong>
\n��? Payload: 500 g without limitations (max. 750 g with low performance)
\n��? Repeatability: ��?0.05 mm
\n��? Max. Speed: 300��?/s
\n��? Reach: 440 mm
\n
\n<strong>Space Saving, Light, and Small:-</strong> With the footprint dimension of 190mm ? 190mm, MG400 can fit in any production environment smaller than one piece of A4 paper and free up more space in the plant for production. The compact desktop collaborative robot weighs only 8kg but has a payload of up to 750g.
\n
\n<strong>Simplicity Means Productivity:-</strong> Simplicity is integrated into a robot's dimension. The robotic arm��?s elegant design is a solid foundation for easy robotics development. MG400 emulates human actions using a hand-guided teaching pendant. Our technicians made it easy for you; to drag and move it to gain knowledge.
\n
\n<strong>Great Boost to Automation:-</strong> By replacing the highly repetitive and standardized procedures, MG400 optimizes desktop human-collaborative work and helps businesses cut costs. All these measures boost efficiency and quality.
\n
\n<strong>Rich Programming Choice:-</strong> MG400 offers a wide selection of programming options, including trajectory reproduction, graphical programming, and Lua script programming. An intuitive programming interface and a guided-interactive design lower the barriers to robot applications.",240000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/a4-1-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_MG400-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_MG400-1-pdf.jpg",14,,,,,,,,,,,
4402,simple,Dobot CR16 Robot arm,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://unchainedrobotics.de/en/partner/dobot/"">DOBOT</a> CR16 is designed for heavy lifting. Combining a high payload with impressive reach, the DOBOT CR16 offers an affordable and easy-to-use collaborative solution for industrial, research, and educational purposes. The CR16 offers a fast setup, easy programming experience, and long operating life.
\n
\nLike all DOBOT cobots, the CR16 is designed to keep things simple. From installation to operation, the CR16 minimizes many complications that used to be inherent to automation. Programming is intuitive, setup is fast, and the ecosystem of compatible grippers and parts is huge. With the CR16, you can be up and automating in less than an hour.
\n
\n<b><span data-contrast=""auto"">Ease of Use:- </span></b><span data-contrast=""auto"">The CR series emphasizes not only simple installation and setup but also ease of use. In the end, it is the ease of use that makes collaboration possible. When man and machine cannot interact seamlessly and safely, collaboration is not possible. With this in mind, the CR series was designed to allow users with minimal programming skills to get started with automation. Operators can ��?teach��? the DOBOT CR series a wide variety of processes without writing a line of code.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">��?</span>
\n
\n<b><span data-contrast=""auto"">Expandability:-��?</span></b><span data-contrast=""auto"">While the CR16 is designed to be easy to use and set up, it is also extremely expandable. Robots, especially collaborative robots, need to be adaptable so that they can perform in new environments and handle a variety of processes. Featuring a large array of I/O and communications interfaces, the CR16 is eminently expandable.��?</span>
\n
\n<b><span data-contrast=""auto"">Reliability and ROI:- </span></b><span data-contrast=""auto"">DOBOT��?s CR series is built to last. At least 32,000 hours to be exact. This is the designed service lifetime of a DOBOT CR cobot. So, even with a heavy workload, the DOBOT CR16 can be expected to work for years to come, maximizing your ROI and minimizing potential headaches and downtime.</span>",2200000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_CR16-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/dobot-cr16-thumb-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR16-1-pdf.jpg",2,,,,,,,,,,,
4406,simple,Dobot CR10 Robot arm,"The��?<a href=""https://unchainedrobotics.de/en/partner/dobot/"">DOBOT</a> CR10 is perfect for collaborative applications requiring more reach. Combining a long reach and impressive payload with DOBOT��?s signature ease of use and affordability, the CR10 is perfect for a wide variety of applications ranging from machine tending to pick and place tasks. The DOBOT CR series boasts a broad ecosystem of compatible components and impressively intuitive programming.
\n
\nThe CR10 is designed to keep things simple. From installation to operation, the CR10 minimizes many complications that used to be inherent to automation. With the CR10, you can be up and automating in less than an hour.
\n
\n<b><span data-contrast=""auto"">Ease of Use:-��?</span></b><span data-contrast=""auto"">The CR series emphasizes not only simple installation and setup but also ease of use. In the end it is ease of use that makes collaboration possible. When man and machine cannot interact seamlessly and safely, collaboration is not possible. With this in mind, the CR series was designed to allow users with minimal programming skills to get started with automation. Operators can ��?teach��? the DOBOT CR series a wide variety of processes without writing a line of code.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">��?</span>
\n
\n<b><span data-contrast=""auto"">Expandability</span></b><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">:-��?</span><span data-contrast=""auto"">While the CR10 is designed to be easy to use and set up, it is also extremely expandable. Robots, especially collaborative robots, need to be adaptable so that they can perform in new environments and handle a variety of processes. Featuring a large array of I/O and communications interfaces, the CR10 is eminently expandable. With a wide ecosystem of compatible grippers, end-of-arm tools, and more, the CR10 and its siblings can be expanded to meet your changing needs.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">��?</span>
\n
\n<b><span data-contrast=""auto"">Reliability and ROI:-��?</span></b><span data-contrast=""auto"">DOBOT��?s CR series is built to last. At least 32,000 hours to be exact. This is the designed service lifetime of a DOBOT CR cobot. So, even with a heavy workload, the DOBOT CR10 can be expected to work for years to come, maximizing your ROI and minimizing potential headaches and downtime.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">��?</span>",2000000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_CR10-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/dobot-cr10-thumb-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/DOBOT-CR10-slide-3.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR10-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR10-1-pdf.jpg",2,,,,,,,,,,,
4412,simple,Dobot CR5s Robot Arm,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://unchainedrobotics.de/en/partner/dobot/"">DOBOT</a> CR5 is built with affordability and ease of use in mind. With its reach of 1096 mm and payload of 5 kg, it is perfect for a wide variety of lightweight collaborative applications. Compatible with its expansive ecosystem, intuitive programming, and easy expandability, the DOBOT CR5 is perfect for both industrial and educational applications.
\n
\nThanks to its advanced and easy-to-use software, the CR5 is also an ideal robot for the educational environment. Likewise, its large ecosystem of compatible parts and grippers makes it ideal for research and testing purposes.
\n
\nDiscover more of the benefits of the DOBOT CR5 below!
\n
\n<strong>Ease of Use:-</strong> The CR series emphasizes not only simple installation and setup but also ease of use. In the end it is ease of use that makes collaboration possible. When man and machine cannot interact seamlessly and safely, collaboration is not possible. Operators can ��?teach��? the DOBOT CR series a wide variety of processes without writing a line of code.
\n
\n<strong>Expandability:-</strong> While the CR5 is designed to be easy to use and set up, it is also extremely expandable. Robots, especially collaborative robots, need to be adaptable so that they can perform in new environments and handle a variety of processes. Featuring a large array of I/O and communications interfaces, the CR5 is eminently expandable.
\n
\n<strong>Reliability and ROI:-</strong> DOBOT��?s CR series is built to last. At least 32,000 hours to be exact. This is the designed service lifetime of a DOBOT CR cobot. So, even with a heavy workload, the DOBOT CR5 can be expected to work for years to come, maximizing your ROI and minimizing potential headaches and downtime.
\n
\n&nbsp;",1800000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/dobot-cr5ss-slide.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/image_CR5S-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/dobot-500x500-2.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR5S-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR5S-1-pdf.jpg",2,,,,,,,,,,,
4418,simple,Dobot CR5 Robot Arm,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://www.dobot.cc/"">DOBOT</a> CR5 is built with affordability and ease of use in mind. With its reach of 1096 mm and payload of 5 kg, it is perfect for a wide variety of lightweight collaborative applications. Compatible with its expansive ecosystem, intuitive programming, and easy expandability, the DOBOT CR5 is perfect for both industrial and educational applications
\n
\nThanks to its advanced and easy-to-use software, the CR5 is also an ideal robot for the educational environment. Likewise, its large ecosystem of compatible parts and grippers makes it ideal for research and testing purposes.
\n
\nDiscover more of the benefits of the DOBOT CR5 below!
\n
\n<strong>Ease of Use:-</strong> The CR series emphasizes not only simple installation and setup but also ease of use. In the end, it is ease of use that makes collaboration possible. When man and machine cannot interact seamlessly and safely, collaboration is not possible. Operators can ��?teach��? the DOBOT CR series a wide variety of processes without writing a line of code.
\n
\n<strong>Expandability:-</strong> While the CR5 is designed to be easy to use and set up, it is also extremely expandable. Robots, especially collaborative robots, need to be adaptable so that they can perform in new environments and handle a variety of processes. Featuring a large array of I/O and communications interfaces, the CR5 is eminently expandable.
\n
\n<strong>Reliability and ROI:-</strong> DOBOT��?s CR series is built to last. At least 32,000 hours to be exact. This is the designed service life of a DOBOT CR cobot. So, even with a heavy workload, the DOBOT CR5 can be expected to work for years to come, maximizing your ROI and minimizing potential headaches and downtime.",1600000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_CR5-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR5-1-pdf.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/DOBOT-CR5-slide-1.jpg",2,,,,,,,,,,,
4422,simple,Dobot CR3 Robot Arm,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents <a href=""https://www.dobot.cc/"">DOBOT</a>��?CR3 cobot is an ideal entry point into collaborative robotics. With a reach of 620mm, a payload of 3kg, and an affordable price, the CR3 is perfect for small parts assembly, research projects, educational purposes, and more. Like all CR series cobots, this cobot comes with a software package designed with ease of use in mind, allowing many processes to be implemented by a user without programming skills or knowledge.
\n
\nCR3 series collaborative robot is a flexible solution to various industrial pain points, including high level of reliability, decreased labor costs, and safety.
\n<h5>Specifications</h5>
\n<strong>Ease of Use:-</strong> The CR series emphasizes not only simple installation and setup but also ease of use. In the end, it is the ease of use that makes collaboration possible. When man and machine cannot interact seamlessly and safely, collaboration is not possible. Operators can ��?teach��? the DOBOT CR series a wide variety of processes without writing a line of code.
\n
\n<strong>Expandability:- </strong>Robots, especially collaborative robots, need to be adaptable so that they can perform in new environments and handle a variety of processes. Featuring a large array of I/O and communications interfaces, the CR3 is eminently expandable.
\n
\n&nbsp;",1450000,"https://www.unboxindustry.com/wp-content/uploads/2022/05/dobot-cr3-thumb-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Datasheet_dobot_CR3-1-pdf.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/download-4.jpg",2,,,,,,,,,,,
4436,simple,Robotiq CNC Machine Tending Kit,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents a machine tending kit by <a href=""https://robotiq.com/"">Robotiq</a>. CNC Machine Tending Kit: -Here is a good sign of a productive machining process: chips are flying off! Robotiq uses its best off-the-shelf components to bring you an optimized kit for CNC machine tending applications.
\n<ul>
\n 	<li>Dual Hand-E grippers with an angled bracket (90��?)</li>
\n 	<li>Fingertips starter kit, including a fingertip extender for larger parts</li>
\n 	<li>Machine Tending Copilot software, including Force Copilot and Contact Offset</li>
\n 	<li>Robotiq Wrist Camera (optional), including the new Visual Offset function</li>
\n 	<li>eLearning course on how to best use your kit</li>
\n</ul>
\n<strong>Loading and unloading a CNC machine with a collaborative robot</strong>
\n
\n<strong>eLearning Program</strong>
\n
\nThe extensive eLearning program includes:
\n<ul>
\n 	<li>An introduction to robotic machine tending</li>
\n 	<li>How to choose your first target cell to guarantee your success</li>
\n 	<li>Building your complete robotic cell using the lean robotics methodology</li>
\n 	<li>Off-the-production-line cell preparation</li>
\n 	<li>Installation guidelines and best practices</li>
\n 	<li>Project management tools, templates, case studies, and more</li>
\n</ul>
\nSpecifications
\n<table style=""height: 894px"" width=""703"">
\n<tbody>
\n<tr>
\n<td width=""59%""></td>
\n<td width=""22%"">UR5</td>
\n<td width=""18%"">UR10</td>
\n</tr>
\n<tr>
\n<td colspan=""3"" bgcolor=""ff8400"" width=""59%""><strong>Dual Hand-E setup</strong></td>
\n<td width=""22%""></td>
\n<td width=""18%""></td>
\n</tr>
\n<tr>
\n<td width=""59%"">Total mass</td>
\n<td width=""22%"">2.40 kg</td>
\n<td width=""18%"">2.40 kg</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Total mass with camera</td>
\n<td width=""22%"">2.56 kg</td>
\n<td width=""18%"">2.56 kg</td>
\n</tr>
\n<tr>
\n<td colspan=""3"" bgcolor=""ff8400"" width=""59%""><strong>Hand-E Gripper</strong></td>
\n<td width=""22%""></td>
\n<td width=""18%""></td>
\n</tr>
\n<tr>
\n<td width=""59%"">Stroke</td>
\n<td width=""22%"">50 mm</td>
\n<td width=""18%"">50 mm</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Grip force</td>
\n<td width=""22%"">20 to 185 N</td>
\n<td width=""18%"">20 to 185 N</td>
\n</tr>
\n<tr>
\n<td width=""59%"">IP rating</td>
\n<td width=""22%"">IP67</td>
\n<td width=""18%"">IP67</td>
\n</tr>
\n<tr>
\n<td colspan=""3"" bgcolor=""ff8400"" width=""59%""><strong>Wrist Camera</strong></td>
\n<td width=""22%""></td>
\n<td width=""18%""></td>
\n</tr>
\n<tr>
\n<td width=""59%"">Minimum field of view</td>
\n<td width=""22%"">10.0 x 7.5 cm</td>
\n<td width=""18%"">10.0 x 7.5 cm</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Maximum field of view</td>
\n<td width=""22%"">64 x 48 cm</td>
\n<td width=""18%"">100 x 75 cm</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Minimum part size (as percentage of field of view)</td>
\n<td width=""22%"">10%</td>
\n<td width=""18%"">10%</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Maximum part size (as percentage of field of view)</td>
\n<td width=""22%"">60%</td>
\n<td width=""18%"">60%</td>
\n</tr>
\n<tr>
\n<td width=""59%"">Focus range</td>
\n<td width=""22%"">2.76 in to infinite</td>
\n<td width=""18%"">-</td>
\n</tr>
\n<tr>
\n<td width=""59%"">IP rating</td>
\n<td width=""22%"">IP67</td>
\n<td width=""18%"">IP67</td>
\n</tr>
\n</tbody>
\n</table>
\n&nbsp;",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_CNC-machine-kit.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/product.png",3,,,,,,,,,,,
4437,simple,Robotiq Sanding Kit,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents<strong><a href=""https://robotiq.com/""> Robotiq</a> Sanding Kit:��?</strong> Automate��?<em>sanding</em> tasks the easy way. The only hardware and software <em>sanding</em>��?solution for Universal��?<em>Robots</em>. Increase quality and productivity.
\n<p class=""rbtq-detailed-product-header__title""><strong>Surface Finishing Kit:</strong></p>
\n
\n<div class=""rbtq-detailed-product-header__description"">
\n<ul>
\n 	<li>Automate one of the toughest, dirtiest jobs</li>
\n 	<li>Save hours of programming</li>
\n 	<li>Increase quality and productivity</li>
\n 	<li>Connect with the world��?s leading finishing tools</li>
\n</ul>
\n<strong>Supported materials:-</strong>��?Robotiq��?s Surface Finishing Kit is compatible with all Mirka and Dynabrade finishing tools to automate finishing processes on a wide variety of surfaces.
\n<ul>
\n 	<li>Carbon Fiber</li>
\n 	<li>Fiberglass</li>
\n 	<li>Metal</li>
\n 	<li>Plastic</li>
\n 	<li>Solid Surface</li>
\n 	<li>Wood</li>
\n</ul>
\n<strong>Kit includes:</strong>
\n<ul>
\n 	<li>Finishing Copilot</li>
\n 	<li>Bracket</li>
\n 	<li>Air control Accessories</li>
\n</ul>
\n<strong>Easy to integrate, easy to use:-��?</strong>Sanding applications for collaborative robots require many hardware and software components to communicate together. Integration can take months��? but not anymore! Our sanding kit is the only hardware and software all-in-one solution for cobots.
\n
\nS<strong>tart Finishing Faster guide:-</strong>��?Robotiq is a pioneer in collaborative robot force control, and we built our expertise by supporting hundreds of clients with their automation projects. Our best lessons learned over the past ten years are all included in the finishing quick-start guide. Use it to save hours of programming time.
\n
\n<strong>Built-in path generator:-</strong> Teach six waypoints and let the Finishing Copilot software generate a complete path, applying consistent force at each cycle.
\n<p style=""text-align: center""><strong>Specifications:</strong></p>
\n
\n<table style=""height: 965px"" width=""699"">
\n<tbody>
\n<tr>
\n<td width=""42%""><strong>Random orbital sander</strong></td>
\n<td width=""57%""></td>
\n</tr>
\n<tr>
\n<td width=""42%"">Maximum Air supply</td>
\n<td width=""57%"">6.2 bar (90 PSI)</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Air flow (at full speed)</td>
\n<td width=""57%"">450 L/min (16 SCFM)</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Pad diameter</td>
\n<td width=""57%"">5 in</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Media</td>
\n<td width=""57%"">Hook-and-loop; 5 holes</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Orbit diameter</td>
\n<td width=""57%"">3/16 in</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Maximum speed</td>
\n<td width=""57%"">12,000 RPM</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Air supply inlet</td>
\n<td width=""57%"">1/4 in NPT thread</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Dust exhaust</td>
\n<td width=""57%"">Central vacuum ready; 1 in (25mm) diameter.</td>
\n</tr>
\n<tr>
\n<td width=""42%""><strong>Robotiq bracket</strong></td>
\n<td width=""57%""></td>
\n</tr>
\n<tr>
\n<td width=""42%"">Weight</td>
\n<td width=""57%"">0.42 kg</td>
\n</tr>
\n<tr>
\n<td width=""42%"">Added height</td>
\n<td width=""57%"">9 mm</td>
\n</tr>
\n<tr>
\n<td width=""42%""><strong>Control valve</strong></td>
\n<td width=""57%""></td>
\n</tr>
\n<tr>
\n<td width=""42%"">Air supply inlet/outlet</td>
\n<td width=""57%"">1/4 in NPT thread</td>
\n</tr>
\n<tr>
\n<td width=""42%""><strong>Sanding media kit</strong></td>
\n<td width=""57%""></td>
\n</tr>
\n<tr>
\n<td width=""42%"">Grits</td>
\n<td width=""57%"">60, 80, 120, 220, 320, 400</td>
\n</tr>
\n</tbody>
\n</table>
\n&nbsp;
\n
\n</div>",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/image_sanding-kit.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Sand-Blast.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/sanding-kit-orbital-tool-1-1.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/sandit-kit-spec-sheet-pdf.jpg",3,,,,,,,,,,,
4442,simple,Robotiq Copilot,"<a href=""https://www.unboxindustry.com"">Unbox Industry</a> presents copilot by <a href=""https://robotiq.com/"">Robotiq</a>. Finishing Copilot lets you program an external TCP. This tells the robot that the finishing tool is external to the robot, unlike in most cobot applications. The finishing task is then processed with the robot bringing the part to the external TCP.
\n<p class=""rbtq-detailed-product-header__title""><strong>Finishing Copilot:</strong></p>
\n
\n<div class=""rbtq-detailed-product-header__description"">
\n<ul>
\n 	<li>Save hours of programming</li>
\n 	<li>Generate finishing trajectories in minutes</li>
\n 	<li>Compensate for external tool wear</li>
\n 	<li>Set an external tool center point</li>
\n 	<li>Operate with any level of expertise</li>
\n</ul>
\n</div>
\n<p class=""rbtq-robot-features__title""><strong>Finishing Copilot features:</strong></p>
\n
\n<div class=""rbtq-robot-features__advantage-container"">
\n<div id=""ember243"" class=""__a680a ember-view"">
\n<div class=""rbtq-robot-features__advantage-content rbtq-robot-features__advantage-content--align-left"">
\n<div class=""rbtq-robot-features__advantage-description"">
\n<ul>
\n 	<li>Set an external tool center point</li>
\n 	<li>Find and apply contact offset</li>
\n 	<li>Generate finishing paths with fewer than 10 waypoints</li>
\n 	<li>Achieve 0.2-mm precision (same as Universal Robots)</li>
\n 	<li>Find a surface</li>
\n 	<li>Perform various insertions</li>
\n 	<li>Hand-guide your robot</li>
\n 	<li>Follow complex trajectories</li>
\n 	<li>Edit point-to-point trajectories</li>
\n 	<li>Apply constant force and define the stiffness for each axis</li>
\n 	<li>Reset sensor values to zero</li>
\n</ul>
\n</div>
\n</div>
\n</div>
\n</div>
\n<strong>Easy to integrate, easy to use:-</strong> You don��?t need a robotics background to use Finishing Copilot. Its intuitive programming interface guides you through the steps to set up an efficient finishing application.
\n
\n<strong>Compensate for tool wear:-</strong> The contact offset node uses a point on the external tool as a reference to measure wear. Contact offset validates the tool��?s exact position anytime you wish. If there��?s a slight change, the robot program automatically adapts all related parameters.
\n
\n<strong>Set an external tool center point:-</strong> Finishing Copilot lets you program an external TCP. This tells the robot that the finishing tool is external to the robot, unlike in most cobot applications. The finishing task is then processed with the robot bringing the part to the external TCP.
\n
\n<strong>Validate part position:-</strong> The contact offset node uses reference points on the part to validate its position. If there��?s a slight change, the robot program automatically adapts all related parameters.",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/abc3fd8a16fe5bfd11fb2da4df79148c.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/765ec76434c5830576b5ef4c677af642b98ed16b5ba8166939cbc278ee25bd48.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/Finishing-Copilot_Product-Sheet_NOV2019-1-pdf.jpg",4,,,,,,,,,,,
4451,simple,Vacuum Gripper Air-Pick,"Robotiq Vacuum Grippers can handle a wide range of applications and are ideal for picking up uneven and even workpieces made of different materials, such as cardboard, glass, sheet metal (dry) and plastic. Because of the customizable bracket and unique air nodes, Robotiq Vacuum Grippers provide manufacturers full control over their Gripper to make sure it��?s a perfect fit for their applications.
\n<h5>Vacuum Grippers:</h5>
\n<ul>
\n 	<li>Plug + Play</li>
\n 	<li>Easy programming</li>
\n 	<li>Fast installation</li>
\n 	<li>Full customization</li>
\n 	<li>Low noise</li>
\n 	<li>Efficient and easy automation</li>
\n 	<li>Quick response time</li>
\n</ul>
\n<h5><em>E</em>-Pick Features</h5>
\n<ul>
\n 	<li>Connected to the cobot wrist</li>
\n 	<li>No air supply</li>
\n 	<li>Easy to handle</li>
\n</ul>
\n<strong>Built for collaborative robot</strong>
\n<ul>
\n 	<li>Easy programming</li>
\n 	<li>Fast installation</li>
\n 	<li>No training required</li>
\n 	<li>Seamless integration with the Robotiq Wrist Camera and FT 300 Force Torque Sensor</li>
\n</ul>
\n<strong>Designed for industrial needs</strong>
\n<ul>
\n 	<li>Industrial grade components</li>
\n 	<li>Low maintenance</li>
\n 	<li>Payload up to cobot capacity</li>
\n</ul>
\n<strong>Easy to integrate, easy to use:-��?</strong>You don��?t need a background in robotics to use the Robotiq Vacuum Grippers. Install your Gripper in just a few minutes with our Plug + Play kits, and use our intuitive gripping software to program directly on your robot��?s touchscreen.
\n
\n<strong>Smart Mode:-��?</strong>The elaborate URCap guarantees that the Vacuum Grippers are easily and optimally configured for the task at hand.
\n
\n<strong>Integrated with Robotiq��?s Wrist Camera:-��?</strong>Robotiq Wrist Camera combined with Vacuum Grippers enables quick object teaching for an optimal grasp.
\n
\n<strong>Air nodes:-</strong>��?Robotiq��?s unique air nodes link the air tubes to the suction cups in order to customize the entire system.
\n<p style=""text-align: center;""><strong>Specifications</strong></p>
\n
\n<table style=""height: 396px;"" width=""816"">
\n<tbody>
\n<tr>
\n<td width=""38%""></td>
\n<td width=""24%"">
\n<p style=""text-align: center;""><strong>EPick</strong></p>
\n</td>
\n<td width=""36%"">
\n<p style=""text-align: center;""><strong>AirPick</strong></p>
\n</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Energy source</td>
\n<td width=""24%"">Electricity</td>
\n<td width=""36%"">Compressed air</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Gripper mass</td>
\n<td width=""24%"">710g</td>
\n<td width=""36%"">332g</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Vacuum level</td>
\n<td width=""24%"">80%</td>
\n<td width=""36%"">85%</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Vacuum flow</td>
\n<td width=""24%"">12L/min</td>
\n<td width=""36%"">*</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Noise level</td>
\n<td width=""24%"">64dB(A)</td>
\n<td width=""36%"">70.5dB(A)</td>
\n</tr>
\n<tr>
\n<td width=""38%"">Air consumption</td>
\n<td width=""24%"">-</td>
\n<td width=""36%"">135.9L/min</td>
\n</tr>
\n</tbody>
\n</table>
\n&nbsp;",,"https://www.unboxindustry.com/wp-content/uploads/2022/05/ROBOTIQ-AIRPICK-400x400-1.png, https://www.unboxindustry.com/wp-content/uploads/2022/05/download-3.jpg, https://www.unboxindustry.com/wp-content/uploads/2022/05/Vacuum-Grippers_Product-Sheet_EN-pdf.jpg",5,,,,,,,,,,,
